Node name, sub deadline ratio, DSP, Shared mem, Const mem, data mem 0, data mem 1
add_134, 0.41, 2, None, None, None, None
read_u1_r_6_1x128, 0.35, None, None, 5, None, None
multiply_138, 0.43, 2, None, None, None, None
add_135, 0.12, 2, None, None, None, None
read_u1_r_7_1x128, 0.34, None, None, 5, None, None
multiply_139, 0.31, 2, None, None, None, None
add_136, 0.44, 2, None, None, None, None
read_u1_r_8_1x128, 0.23, None, None, 5, None, None
multiply_140, 0.37, 2, None, None, None, None
add_137, 0.15, 2, None, None, None, None
read_u1_r_9_1x128, 0.24, None, None, 5, None, None
multiply_141, 0.18, 2, None, None, None, None
add_138, 0.44, 2, None, None, None, None
read_u1_r_10_1x128, 0.27, None, None, 5, None, None
multiply_142, 0.46, 2, None, None, None, None
add_139, 0.43, 2, None, None, None, None
read_u1_r_11_1x128, 0.12, None, None, 5, None, None
multiply_143, 0.46, 2, None, None, None, None
add_140, 0.14, 2, None, None, None, None
read_u1_r_12_1x128, 0.18, None, None, 5, None, None
multiply_144, 0.24, 2, None, None, None, None
add_141, 0.38, 2, None, None, None, None
read_u1_r_13_1x128, 0.26, None, None, 5, None, None
multiply_145, 0.16, 2, None, None, None, None
add_142, 0.11, 2, None, None, None, None
read_u1_r_14_1x128, 0.15, None, None, 5, None, None
multiply_146, 0.31, 2, None, None, None, None
add_143, 0.27, 2, None, None, None, None
read_u1_r_15_1x128, 0.33, None, None, 5, None, None
multiply_147, 0.22, 2, None, None, None, None
add_144, 0.19, 2, None, None, None, None
read_u1_r_16_1x128, 0.12, None, None, 5, None, None
multiply_148, 0.36, 2, None, None, None, None
add_145, 0.39, 2, None, None, None, None
read_u1_r_17_1x128, 0.44, None, None, 5, None, None
multiply_149, 0.49, 2, None, None, None, None
add_146, 0.30, 2, None, None, None, None
read_u1_r_18_1x128, 0.19, None, None, 5, None, None
multiply_150, 0.34, 2, None, None, None, None
add_147, 0.41, 2, None, None, None, None
read_u1_r_19_1x128, 0.28, None, None, 5, None, None
multiply_151, 0.47, 2, None, None, None, None
add_148, 0.43, 2, None, None, None, None
read_u1_r_20_1x128, 0.13, None, None, 5, None, None
multiply_152, 0.11, 2, None, None, None, None
add_149, 0.13, 2, None, None, None, None
read_u1_r_21_1x128, 0.25, None, None, 5, None, None
multiply_153, 0.11, 2, None, None, None, None
add_150, 0.24, 2, None, None, None, None
read_u1_r_22_1x128, 0.43, None, None, 5, None, None
multiply_154, 0.19, 2, None, None, None, None
add_151, 0.32, 2, None, None, None, None
read_u1_r_23_1x128, 0.48, None, None, 5, None, None
multiply_155, 0.29, 2, None, None, None, None
add_152, 0.43, 2, None, None, None, None
read_u1_r_24_1x128, 0.45, None, None, 5, None, None
multiply_156, 0.46, 2, None, None, None, None
add_153, 0.40, 2, None, None, None, None
read_u1_r_25_1x128, 0.18, None, None, 5, None, None
multiply_157, 0.49, 2, None, None, None, None
add_154, 0.21, 2, None, None, None, None
read_u1_r_26_1x128, 0.46, None, None, 5, None, None
multiply_158, 0.27, 2, None, None, None, None
add_155, 0.30, 2, None, None, None, None
read_u1_r_27_1x128, 0.16, None, None, 5, None, None
multiply_159, 0.46, 2, None, None, None, None
add_156, 0.38, 2, None, None, None, None
read_u1_r_28_1x128, 0.33, None, None, 5, None, None
multiply_160, 0.35, 2, None, None, None, None
add_157, 0.34, 2, None, None, None, None
read_u1_r_29_1x128, 0.45, None, None, 5, None, None
multiply_161, 0.47, 2, None, None, None, None
add_158, 0.21, 2, None, None, None, None
read_u1_r_30_1x128, 0.29, None, None, 5, None, None
multiply_162, 0.47, 2, None, None, None, None
add_159, 0.11, 2, None, None, None, None
read_u1_r_31_1x128, 0.20, None, None, 5, None, None
multiply_163, 0.32, 2, None, None, None, None
add_160, 0.20, 2, None, None, None, None
read_u1_r_32_1x128, 0.33, None, None, 5, None, None
multiply_164, 0.43, 2, None, None, None, None
add_161, 0.37, 2, None, None, None, None
read_u1_r_33_1x128, 0.21, None, None, 5, None, None
multiply_165, 0.48, 2, None, None, None, None
add_162, 0.37, 2, None, None, None, None
read_u1_r_34_1x128, 0.24, None, None, 5, None, None
multiply_166, 0.39, 2, None, None, None, None
add_163, 0.47, 2, None, None, None, None
read_u1_r_35_1x128, 0.36, None, None, 5, None, None
multiply_167, 0.39, 2, None, None, None, None
add_164, 0.49, 2, None, None, None, None
read_u1_r_36_1x128, 0.40, None, None, 5, None, None
multiply_168, 0.43, 2, None, None, None, None
add_165, 0.18, 2, None, None, None, None
read_u1_r_37_1x128, 0.34, None, None, 5, None, None
multiply_169, 0.44, 2, None, None, None, None
add_166, 0.28, 2, None, None, None, None
read_u1_r_38_1x128, 0.17, None, None, 5, None, None
multiply_170, 0.12, 2, None, None, None, None
add_167, 0.26, 2, None, None, None, None
read_u1_r_39_1x128, 0.34, None, None, 5, None, None
multiply_171, 0.48, 2, None, None, None, None
add_168, 0.20, 2, None, None, None, None
read_u1_r_40_1x128, 0.21, None, None, 5, None, None
multiply_172, 0.35, 2, None, None, None, None
add_169, 0.21, 2, None, None, None, None
read_u1_r_41_1x128, 0.28, None, None, 5, None, None
multiply_173, 0.43, 2, None, None, None, None
add_170, 0.23, 2, None, None, None, None
read_u1_r_42_1x128, 0.28, None, None, 5, None, None
multiply_174, 0.18, 2, None, None, None, None
add_171, 0.26, 2, None, None, None, None
read_u1_r_43_1x128, 0.20, None, None, 5, None, None
multiply_175, 0.11, 2, None, None, None, None
add_172, 0.31, 2, None, None, None, None
read_u1_r_44_1x128, 0.19, None, None, 5, None, None
multiply_176, 0.26, 2, None, None, None, None
add_173, 0.28, 2, None, None, None, None
read_u1_r_45_1x128, 0.28, None, None, 5, None, None
multiply_177, 0.28, 2, None, None, None, None
add_174, 0.18, 2, None, None, None, None
read_u1_r_46_1x128, 0.18, None, None, 5, None, None
multiply_178, 0.29, 2, None, None, None, None
add_175, 0.21, 2, None, None, None, None
read_u1_r_47_1x128, 0.22, None, None, 5, None, None
multiply_179, 0.36, 2, None, None, None, None
add_176, 0.45, 2, None, None, None, None
read_u1_r_48_1x128, 0.37, None, None, 5, None, None
multiply_180, 0.28, 2, None, None, None, None
add_177, 0.43, 2, None, None, None, None
read_u1_r_49_1x128, 0.12, None, None, 5, None, None
multiply_181, 0.22, 2, None, None, None, None
add_178, 0.43, 2, None, None, None, None
read_u1_r_50_1x128, 0.23, None, None, 5, None, None
multiply_182, 0.49, 2, None, None, None, None
add_179, 0.24, 2, None, None, None, None
read_u1_r_51_1x128, 0.12, None, None, 5, None, None
multiply_183, 0.11, 2, None, None, None, None
add_180, 0.32, 2, None, None, None, None
read_u1_r_52_1x128, 0.36, None, None, 5, None, None
multiply_184, 0.45, 2, None, None, None, None
add_181, 0.27, 2, None, None, None, None
read_u1_r_53_1x128, 0.41, None, None, 5, None, None
multiply_185, 0.29, 2, None, None, None, None
add_182, 0.43, 2, None, None, None, None
read_u1_r_54_1x128, 0.37, None, None, 5, None, None
multiply_186, 0.24, 2, None, None, None, None
add_183, 0.31, 2, None, None, None, None
read_u1_r_55_1x128, 0.25, None, None, 5, None, None
multiply_187, 0.36, 2, None, None, None, None
add_184, 0.21, 2, None, None, None, None
read_u1_r_56_1x128, 0.29, None, None, 5, None, None
multiply_188, 0.33, 2, None, None, None, None
add_185, 0.30, 2, None, None, None, None
read_u1_r_57_1x128, 0.26, None, None, 5, None, None
multiply_189, 0.15, 2, None, None, None, None
add_186, 0.11, 2, None, None, None, None
read_u1_r_58_1x128, 0.42, None, None, 5, None, None
multiply_190, 0.34, 2, None, None, None, None
add_187, 0.17, 2, None, None, None, None
read_u1_r_59_1x128, 0.35, None, None, 5, None, None
multiply_191, 0.24, 2, None, None, None, None
add_188, 0.16, 2, None, None, None, None
read_u1_r_60_1x128, 0.17, None, None, 5, None, None
multiply_192, 0.11, 2, None, None, None, None
add_189, 0.34, 2, None, None, None, None
read_u1_r_61_1x128, 0.17, None, None, 5, None, None
multiply_193, 0.15, 2, None, None, None, None
add_190, 0.34, 2, None, None, None, None
read_u1_r_62_1x128, 0.16, None, None, 5, None, None
multiply_194, 0.13, 2, None, None, None, None
add_191, 0.26, 2, None, None, None, None
read_u1_r_63_1x128, 0.39, None, None, 5, None, None
multiply_195, 0.46, 2, None, None, None, None
add_192, 0.31, 2, None, None, None, None
read_u1_r_64_1x128, 0.12, None, None, 5, None, None
multiply_196, 0.15, 2, None, None, None, None
add_193, 0.23, 2, None, None, None, None
read_u1_r_65_1x128, 0.15, None, None, 5, None, None
multiply_197, 0.48, 2, None, None, None, None
add_194, 0.31, 2, None, None, None, None
read_u1_r_66_1x128, 0.31, None, None, 5, None, None
multiply_198, 0.13, 2, None, None, None, None
add_195, 0.45, 2, None, None, None, None
read_u1_r_67_1x128, 0.38, None, None, 5, None, None
multiply_199, 0.45, 2, None, None, None, None
add_196, 0.41, 2, None, None, None, None
read_u1_r_68_1x128, 0.46, None, None, 5, None, None
multiply_200, 0.14, 2, None, None, None, None
add_197, 0.17, 2, None, None, None, None
read_u1_r_69_1x128, 0.31, None, None, 5, None, None
multiply_201, 0.49, 2, None, None, None, None
add_198, 0.39, 2, None, None, None, None
read_u1_r_70_1x128, 0.11, None, None, 5, None, None
multiply_202, 0.35, 2, None, None, None, None
add_199, 0.12, 2, None, None, None, None
read_u1_r_71_1x128, 0.27, None, None, 5, None, None
multiply_203, 0.12, 2, None, None, None, None
add_200, 0.14, 2, None, None, None, None
read_u1_r_72_1x128, 0.12, None, None, 5, None, None
multiply_204, 0.19, 2, None, None, None, None
add_201, 0.38, 2, None, None, None, None
read_u1_r_73_1x128, 0.43, None, None, 5, None, None
multiply_205, 0.32, 2, None, None, None, None
add_202, 0.46, 2, None, None, None, None
read_u1_r_74_1x128, 0.23, None, None, 5, None, None
multiply_206, 0.39, 2, None, None, None, None
add_203, 0.46, 2, None, None, None, None
read_u1_r_75_1x128, 0.17, None, None, 5, None, None
multiply_207, 0.32, 2, None, None, None, None
add_204, 0.15, 2, None, None, None, None
read_u1_r_76_1x128, 0.26, None, None, 5, None, None
multiply_208, 0.38, 2, None, None, None, None
add_205, 0.36, 2, None, None, None, None
read_u1_r_77_1x128, 0.29, None, None, 5, None, None
multiply_209, 0.12, 2, None, None, None, None
add_206, 0.27, 2, None, None, None, None
read_u1_r_78_1x128, 0.38, None, None, 5, None, None
multiply_210, 0.14, 2, None, None, None, None
add_207, 0.38, 2, None, None, None, None
read_u1_r_79_1x128, 0.44, None, None, 5, None, None
multiply_211, 0.32, 2, None, None, None, None
add_208, 0.36, 2, None, None, None, None
read_u1_r_80_1x128, 0.15, None, None, 5, None, None
multiply_212, 0.48, 2, None, None, None, None
add_209, 0.22, 2, None, None, None, None
read_u1_r_81_1x128, 0.27, None, None, 5, None, None
multiply_213, 0.42, 2, None, None, None, None
add_210, 0.22, 2, None, None, None, None
read_u1_r_82_1x128, 0.30, None, None, 5, None, None
multiply_214, 0.10, 2, None, None, None, None
add_211, 0.34, 2, None, None, None, None
read_u1_r_83_1x128, 0.38, None, None, 5, None, None
multiply_215, 0.13, 2, None, None, None, None
add_212, 0.42, 2, None, None, None, None
read_u1_r_84_1x128, 0.32, None, None, 5, None, None
multiply_216, 0.44, 2, None, None, None, None
add_213, 0.38, 2, None, None, None, None
read_u1_r_85_1x128, 0.34, None, None, 5, None, None
multiply_217, 0.40, 2, None, None, None, None
add_214, 0.46, 2, None, None, None, None
read_u1_r_86_1x128, 0.19, None, None, 5, None, None
multiply_218, 0.39, 2, None, None, None, None
add_215, 0.24, 2, None, None, None, None
read_u1_r_87_1x128, 0.47, None, None, 5, None, None
multiply_219, 0.28, 2, None, None, None, None
add_216, 0.35, 2, None, None, None, None
read_u1_r_88_1x128, 0.35, None, None, 5, None, None
multiply_220, 0.45, 2, None, None, None, None
add_217, 0.22, 2, None, None, None, None
read_u1_r_89_1x128, 0.15, None, None, 5, None, None
multiply_221, 0.48, 2, None, None, None, None
add_218, 0.18, 2, None, None, None, None
read_u1_r_90_1x128, 0.22, None, None, 5, None, None
multiply_222, 0.48, 2, None, None, None, None
add_219, 0.11, 2, None, None, None, None
read_u1_r_91_1x128, 0.48, None, None, 5, None, None
multiply_223, 0.19, 2, None, None, None, None
add_220, 0.14, 2, None, None, None, None
read_u1_r_92_1x128, 0.44, None, None, 5, None, None
multiply_224, 0.41, 2, None, None, None, None
add_221, 0.17, 2, None, None, None, None
read_u1_r_93_1x128, 0.33, None, None, 5, None, None
multiply_225, 0.18, 2, None, None, None, None
add_222, 0.22, 2, None, None, None, None
read_u1_r_94_1x128, 0.46, None, None, 5, None, None
multiply_226, 0.34, 2, None, None, None, None
add_223, 0.17, 2, None, None, None, None
read_u1_r_95_1x128, 0.34, None, None, 5, None, None
multiply_227, 0.36, 2, None, None, None, None
add_224, 0.42, 2, None, None, None, None
read_u1_r_96_1x128, 0.35, None, None, 5, None, None
multiply_228, 0.24, 2, None, None, None, None
add_225, 0.31, 2, None, None, None, None
read_u1_r_97_1x128, 0.50, None, None, 5, None, None
multiply_229, 0.36, 2, None, None, None, None
add_226, 0.40, 2, None, None, None, None
read_u1_r_98_1x128, 0.42, None, None, 5, None, None
multiply_230, 0.23, 2, None, None, None, None
add_227, 0.47, 2, None, None, None, None
read_u1_r_99_1x128, 0.23, None, None, 5, None, None
multiply_231, 0.21, 2, None, None, None, None
add_228, 0.19, 2, None, None, None, None
read_u1_r_100_1x128, 0.24, None, None, 5, None, None
multiply_232, 0.39, 2, None, None, None, None
add_229, 0.30, 2, None, None, None, None
read_u1_r_101_1x128, 0.28, None, None, 5, None, None
multiply_233, 0.39, 2, None, None, None, None
add_230, 0.49, 2, None, None, None, None
read_u1_r_102_1x128, 0.29, None, None, 5, None, None
multiply_234, 0.40, 2, None, None, None, None
add_231, 0.43, 2, None, None, None, None
read_u1_r_103_1x128, 0.38, None, None, 5, None, None
multiply_235, 0.43, 2, None, None, None, None
add_232, 0.11, 2, None, None, None, None
read_u1_r_104_1x128, 0.27, None, None, 5, None, None
multiply_236, 0.16, 2, None, None, None, None
add_233, 0.36, 2, None, None, None, None
read_u1_r_105_1x128, 0.30, None, None, 5, None, None
multiply_237, 0.40, 2, None, None, None, None
add_234, 0.35, 2, None, None, None, None
read_u1_r_106_1x128, 0.36, None, None, 5, None, None
multiply_238, 0.43, 2, None, None, None, None
add_235, 0.42, 2, None, None, None, None
read_u1_r_107_1x128, 0.42, None, None, 5, None, None
multiply_239, 0.23, 2, None, None, None, None
add_236, 0.29, 2, None, None, None, None
read_u1_r_108_1x128, 0.14, None, None, 5, None, None
multiply_240, 0.35, 2, None, None, None, None
add_237, 0.13, 2, None, None, None, None
read_u1_r_109_1x128, 0.31, None, None, 5, None, None
multiply_241, 0.14, 2, None, None, None, None
add_238, 0.44, 2, None, None, None, None
read_u1_r_110_1x128, 0.22, None, None, 5, None, None
multiply_242, 0.27, 2, None, None, None, None
add_239, 0.37, 2, None, None, None, None
read_u1_r_111_1x128, 0.38, None, None, 5, None, None
multiply_243, 0.32, 2, None, None, None, None
add_240, 0.28, 2, None, None, None, None
read_u1_r_112_1x128, 0.44, None, None, 5, None, None
multiply_244, 0.37, 2, None, None, None, None
add_241, 0.43, 2, None, None, None, None
read_u1_r_113_1x128, 0.43, None, None, 5, None, None
multiply_245, 0.12, 2, None, None, None, None
add_242, 0.12, 2, None, None, None, None
read_u1_r_114_1x128, 0.29, None, None, 5, None, None
multiply_246, 0.25, 2, None, None, None, None
add_243, 0.11, 2, None, None, None, None
read_u1_r_115_1x128, 0.22, None, None, 5, None, None
multiply_247, 0.21, 2, None, None, None, None
add_244, 0.16, 2, None, None, None, None
read_u1_r_116_1x128, 0.29, None, None, 5, None, None
multiply_248, 0.46, 2, None, None, None, None
add_245, 0.11, 2, None, None, None, None
read_u1_r_117_1x128, 0.28, None, None, 5, None, None
multiply_249, 0.34, 2, None, None, None, None
add_246, 0.33, 2, None, None, None, None
read_u1_r_118_1x128, 0.39, None, None, 5, None, None
multiply_250, 0.45, 2, None, None, None, None
add_247, 0.39, 2, None, None, None, None
read_u1_r_119_1x128, 0.28, None, None, 5, None, None
multiply_251, 0.20, 2, None, None, None, None
add_248, 0.39, 2, None, None, None, None
read_u1_r_120_1x128, 0.32, None, None, 5, None, None
multiply_252, 0.46, 2, None, None, None, None
add_249, 0.10, 2, None, None, None, None
read_u1_r_121_1x128, 0.43, None, None, 5, None, None
multiply_253, 0.24, 2, None, None, None, None
add_250, 0.48, 2, None, None, None, None
read_u1_r_122_1x128, 0.28, None, None, 5, None, None
multiply_254, 0.10, 2, None, None, None, None
add_251, 0.29, 2, None, None, None, None
read_u1_r_123_1x128, 0.39, None, None, 5, None, None
multiply_255, 0.13, 2, None, None, None, None
add_252, 0.32, 2, None, None, None, None
read_u1_r_124_1x128, 0.28, None, None, 5, None, None
multiply_256, 0.26, 2, None, None, None, None
add_253, 0.21, 2, None, None, None, None
read_u1_r_125_1x128, 0.13, None, None, 5, None, None
multiply_257, 0.31, 2, None, None, None, None
add_254, 0.32, 2, None, None, None, None
read_u1_r_126_1x128, 0.42, None, None, 5, None, None
multiply_258, 0.45, 2, None, None, None, None
add_255, 0.25, 2, None, None, None, None
read_u1_r_127_1x128, 0.29, None, None, 5, None, None
multiply_259, 0.37, 2, None, None, None, None
add_256, 0.18, 2, None, None, None, None
write_u1_r_sig_in, 0.15, None, None, None, 3, None
read_u1_h_0_1x128, 0.14, None, None, 5, None, None
multiply_260, 0.23, 2, None, None, None, None
add_258, 0.39, 2, None, None, None, None
read_result_w1_h_1x128_in, 0.14, None, None, None, None, 3
add_385, 0.32, 2, None, None, None, None
read_bh_h, 0.49, None, None, 5, None, None
read_u1_h_1_1x128, 0.18, None, None, 5, None, None
multiply_261, 0.47, 2, None, None, None, None
add_259, 0.41, 2, None, None, None, None
